"","chromosome","start","end","Adult_MO1","Adult_MO2","Adult_MO3","Adult_MO4","Adult_MO5"
"6355","chr2",60880241,60882286,203,609,195,391,222
"6356","chr2",61016562,61018570,467,917,477,950,338
"6357","chr2",61026609,61028207,66,106,51,231,54
"6358","chr2",61065386,61066863,218,307,215,378,131
"6359","chr2",61133703,61135915,479,731,364,1044,295
"6360","chr2",61144681,61145604,214,296,248,422,197
"6361","chr2",61176332,61182505,1326,2042,1272,2376,1041
"6362","chr2",61209370,61209888,61,92,54,149,37
"6363","chr2",61211446,61211912,58,101,20,133,55
"6364","chr2",61213578,61216002,649,1007,439,1220,398
"6365","chr2",61218064,61218830,49,126,52,137,46
"6366","chr2",61219949,61221228,128,296,102,309,72
"6367","chr2",61236336,61240216,888,1532,836,1845,850
"6368","chr2",61247252,61247590,26,96,52,103,45
"6369","chr2",61252285,61253098,51,123,66,207,55
"6370","chr2",61255033,61256412,220,325,127,717,146
"6371","chr2",61266094,61267283,85,228,77,217,92
"6372","chr2",61322160,61322748,65,159,61,206,45
"6373","chr2",61324101,61325298,201,403,102,521,105
"6374","chr2",61334224,61338694,407,867,403,970,403
"6375","chr2",61353941,61356550,159,223,112,318,91
"6376","chr2",61419393,61420091,86,160,50,144,34
"6377","chr2",61469377,61472447,806,1412,812,1608,588
"6378","chr2",61477482,61478971,192,284,203,522,129
"6379","chr2",61498911,61499518,49,111,57,207,47
"6380","chr2",61529850,61531166,86,191,108,360,81
"6381","chr2",61535309,61539672,1182,1715,1313,2370,958
"6382","chr2",61620604,61621560,94,142,81,172,49
"6383","chr2",61635721,61636352,75,124,80,152,56
"6384","chr2",61658924,61659614,67,108,78,180,107
"6385","chr2",61669407,61673967,2363,2424,2245,4628,2270
"6386","chr2",61693631,61695573,516,733,444,966,379
"6387","chr2",61763055,61764854,460,647,340,860,327
"6388","chr2",61853436,61855150,186,274,165,532,186
"6389","chr2",61870319,61874416,566,1067,475,1467,412
"6390","chr2",61876496,61877376,107,234,67,280,67
"6391","chr2",61886992,61889066,620,1307,664,1042,386
"6392","chr2",61905100,61906366,326,474,286,529,188
"6393","chr2",61948687,61950348,327,702,219,708,176
"6394","chr2",62151022,62151554,34,156,65,102,59
"6395","chr2",62184523,62185354,81,229,184,185,93
"6396","chr2",62194662,62196652,237,546,263,457,244
"6397","chr2",62409713,62412645,854,1696,880,1723,584
"6398","chr2",62413392,62416054,650,1105,764,1361,446
"6399","chr2",62423506,62424975,275,499,373,559,266
"6400","chr2",62456919,62457446,52,90,83,124,33
"6401","chr2",62474394,62476235,251,426,285,649,138
"6402","chr2",62505114,62506750,478,753,481,797,319
"6403","chr2",62589693,62590413,123,167,82,254,77
"6404","chr2",62704460,62707129,343,759,289,754,283
"6405","chr2",63312455,63312849,21,81,28,69,27
"6406","chr2",63483533,63485335,502,866,431,1028,330
"6407","chr2",63486083,63488043,294,594,252,702,191
"6408","chr2",63580628,63582145,246,549,219,742,202
"6409","chr2",63587614,63589797,332,567,287,706,376
"6410","chr2",63590565,63591868,54,143,21,138,52
"6411","chr2",63593846,63594290,16,54,32,78,20
"6412","chr2",63680085,63681088,86,127,74,207,26
"6413","chr2",63687250,63688950,201,248,164,361,112
"6414","chr2",63698718,63700013,66,129,56,167,62
"6415","chr2",63711912,63713606,36,91,26,73,46
"6416","chr2",63740435,63746048,182,509,184,574,228
"6417","chr2",63774668,63776062,23,92,52,88,80
"6418","chr2",63777733,63782906,314,743,362,619,392
"6419","chr2",63817708,63818634,42,97,34,87,47
"6420","chr2",63840149,63858222,2614,5179,2517,6181,2373
"6421","chr2",63860939,63862146,89,166,84,234,105
"6422","chr2",63862666,63864569,101,137,83,274,98
"6423","chr2",63869242,63869946,34,99,24,136,31
"6424","chr2",63874399,63876978,386,798,283,959,233
"6425","chr2",63880405,63882566,131,318,142,386,153
"6426","chr2",63887368,63893580,594,1248,592,1617,449
"6427","chr2",63982056,63982958,99,135,52,229,50
"6428","chr2",63985041,63988492,420,658,225,1227,210
"6429","chr2",63993978,63994524,47,74,24,86,29
"6430","chr2",64017754,64020778,651,1236,648,1233,393
"6431","chr2",64034553,64035424,58,217,88,176,59
"6432","chr2",64062932,64065192,655,1068,410,1469,371
"6433","chr2",64098216,64099410,105,259,93,163,84
"6434","chr2",64102378,64104493,208,408,196,463,156
"6435","chr2",64105402,64106401,119,230,82,248,81
"6436","chr2",64108641,64109316,46,161,65,169,49
"6437","chr2",64111627,64112876,112,232,81,281,59
"6438","chr2",64113755,64117235,366,753,287,847,284
"6439","chr2",64118691,64121117,128,202,121,227,82
"6440","chr2",64126438,64145027,2204,4029,2100,4846,1904
"6441","chr2",64196923,64197831,80,197,90,197,120
"6442","chr2",64203342,64205002,323,544,286,458,315
"6443","chr2",64213925,64215547,299,682,249,625,282
"6444","chr2",64219334,64219784,56,96,36,115,20
"6445","chr2",64220690,64223465,218,565,272,632,270
"6446","chr2",64227127,64230161,1033,1817,1031,2163,1090
"6447","chr2",64257545,64258606,80,146,65,148,50
"6448","chr2",64273001,64274141,134,386,138,311,138
"6449","chr2",64277058,64277849,154,303,128,244,138
"6450","chr2",64311978,64312892,192,282,201,280,123
"6451","chr2",64327314,64328518,266,390,268,673,153
"6452","chr2",64403857,64404836,180,323,90,357,123
"6453","chr2",64452916,64455925,559,963,360,1139,362
"6454","chr2",64461786,64468257,1526,2198,825,2907,950
"6455","chr2",64514398,64516515,206,324,162,457,146
"6456","chr2",64522729,64525995,509,1156,490,1068,451
"6457","chr2",64551557,64552476,50,96,51,112,36
"6458","chr2",64626669,64630431,594,763,480,1090,400
"6459","chr2",64639413,64640973,172,324,250,408,189
"6460","chr2",64644169,64645374,171,210,178,286,102
"6461","chr2",64649348,64651099,173,465,196,445,155
"6462","chr2",64652306,64654770,362,619,348,818,287
"6463","chr2",64715887,64718046,400,883,464,951,510
"6464","chr2",64729638,64732385,655,931,581,1385,521
"6465","chr2",64748731,64752846,899,1421,927,1975,839
"6466","chr2",64762711,64764090,120,198,106,341,85
"6467","chr2",64764460,64768702,1205,1704,1084,2399,929
"6468","chr2",64828303,64829395,86,268,77,218,103
"6469","chr2",64830034,64832422,489,810,381,1058,373
"6470","chr2",64857186,64860598,906,1166,707,1784,576
"6471","chr2",64864137,64867389,705,781,548,1492,421
"6472","chr2",64942859,64944206,123,436,101,292,109
"6473","chr2",64988324,64989570,257,307,175,467,170
"6474","chr2",64998602,64998968,60,101,48,147,50
"6475","chr2",65055754,65057769,296,394,210,597,224
"6476","chr2",65061323,65061990,67,182,42,216,66
"6477","chr2",65062854,65066233,644,1143,438,1513,530
"6478","chr2",65067507,65070723,302,638,302,822,317
"6479","chr2",65073466,65075906,278,530,285,783,228
"6480","chr2",65081231,65081692,69,124,50,120,55
"6481","chr2",65087641,65089448,207,321,174,474,137
"6482","chr2",65096600,65099071,282,673,258,887,290
"6483","chr2",65116419,65116960,34,102,37,110,22
"6484","chr2",65128901,65131454,476,1057,374,838,445
"6485","chr2",65141676,65143084,185,456,190,433,264
"6486","chr2",65227114,65228716,167,354,168,325,120
"6487","chr2",65370721,65371537,111,170,99,183,58
"6488","chr2",65431526,65433120,63,253,129,196,94
"6489","chr2",65435292,65437168,110,463,174,299,115
"6490","chr2",65573383,65573918,51,144,56,102,50
"6491","chr2",66305704,66306345,58,81,52,69,43
"6492","chr2",66432745,66472974,6899,12719,7158,15515,6488
"6493","chr2",66475589,66479206,277,556,290,644,243
"6494","chr2",66479803,66482929,231,529,268,695,189
"6495","chr2",66487026,66500345,1631,2891,1579,3509,1498
"6496","chr2",66501366,66510409,946,1342,1208,1909,1146
"6497","chr2",66512575,66513043,35,54,33,70,38
"6498","chr2",66515369,66516320,36,75,55,93,25
"6499","chr2",66517739,66518226,20,48,26,63,22
"6500","chr2",66522286,66523312,34,103,60,102,41
"6501","chr2",66524360,66527665,342,700,382,769,366
"6502","chr2",66528864,66530185,79,195,95,227,117
"6503","chr2",66530760,66551107,3696,8440,3593,8501,4184
"6504","chr2",66552803,66557900,995,2115,854,2182,1093
"6505","chr2",66558828,66559282,25,55,37,29,41
"6506","chr2",66561647,66562501,46,101,38,130,35
"6507","chr2",66564629,66566193,61,135,72,132,84
"6508","chr2",66566826,66567873,32,108,62,125,75
"6509","chr2",66567965,66572643,362,809,386,909,517
"6510","chr2",66573371,66575841,257,561,307,548,354
"6511","chr2",66696233,66701354,583,1134,877,1280,772
"6512","chr2",66804754,66805865,90,232,166,240,70
"6513","chr2",66948020,66948667,58,134,40,76,45
"6514","chr2",67396992,67398210,160,304,170,250,116
"6515","chr2",67848584,67849043,72,136,67,81,58
"6516","chr2",68031479,68031651,28,54,29,52,28
"6517","chr2",68062450,68063419,122,334,147,317,96
"6518","chr2",68157162,68158389,317,668,242,643,232
"6519","chr2",68227655,68228558,76,195,58,164,50
"6520","chr2",68250335,68253987,571,883,509,1172,417
"6521","chr2",68256719,68257478,77,164,76,173,76
"6522","chr2",68258698,68259992,344,480,266,535,254
"6523","chr2",68272208,68273300,156,282,204,317,152
"6524","chr2",68317728,68320444,411,984,412,1102,333
"6525","chr2",68454450,68456792,225,572,380,574,200
"6526","chr2",68464704,68465107,34,64,33,49,26
"6527","chr2",68466878,68468104,168,331,91,250,111
"6528","chr2",68827748,68830901,757,1204,681,1516,534
"6529","chr2",68831304,68833209,475,1009,352,1011,254
"6530","chr2",69343981,69344909,113,290,132,292,116
"6531","chr2",69386389,69387763,106,293,138,296,78
"6532","chr2",69434033,69438532,1190,2366,1146,2256,965
"6533","chr2",69482715,69484111,148,425,158,384,131
"6534","chr2",69493294,69493693,65,113,52,85,18
"6535","chr2",69508218,69510080,507,779,507,928,494
"6536","chr2",69510587,69511949,150,282,159,335,98
"6537","chr2",69513605,69517509,935,1320,914,2032,715
"6538","chr2",69519474,69520197,89,242,141,307,96
"6539","chr2",69543645,69546043,394,645,336,844,297
"6540","chr2",69603007,69604760,163,388,176,383,95
"6541","chr2",69619372,69620470,171,281,117,298,82
"6542","chr2",69624023,69626139,439,781,325,851,347
"6543","chr2",69641212,69647135,1174,1901,1145,2555,845
"6544","chr2",69674207,69674775,101,145,72,261,47
"6545","chr2",69682695,69683576,50,111,24,78,37
"6546","chr2",69704245,69704847,61,139,75,140,32
"6547","chr2",69709054,69709964,90,196,129,260,103
"6548","chr2",69760339,69760763,43,111,71,124,42
"6549","chr2",69761209,69767845,1384,2513,1690,2650,1169
"6550","chr2",69789471,69790474,71,161,131,203,84
"6551","chr2",69801781,69802463,83,158,97,174,84
"6552","chr2",69828978,69830013,235,359,187,328,169
"6553","chr2",69846353,69846847,63,125,73,181,43
"6554","chr2",69893735,69894679,152,378,105,357,140
"6555","chr2",69911312,69916562,838,1728,958,1784,633
"6556","chr2",69928924,69930969,289,519,323,1053,183
"6557","chr2",69931826,69932841,175,240,174,481,140
"6558","chr2",69934087,69934643,70,88,75,181,38
"6559","chr2",69936053,69937610,236,429,274,656,169
"6560","chr2",69939915,69940915,83,109,64,328,77
"6561","chr2",69960919,69963019,692,1063,707,1168,535
"6562","chr2",70024277,70024972,68,208,88,209,63
"6563","chr2",70029534,70031244,376,952,442,1036,332
"6564","chr2",70049349,70050064,132,257,103,342,66
"6565","chr2",70068003,70068344,39,81,52,99,22
"6566","chr2",70069120,70073927,828,1838,915,2161,861
"6567","chr2",70077913,70079628,259,672,264,682,229
"6568","chr2",70083844,70091948,2916,4963,3122,5820,2575
"6569","chr2",70093450,70096706,1007,2041,1199,2211,985
"6570","chr2",70103714,70105121,193,242,161,367,142
"6571","chr2",70107891,70110167,664,1019,874,1235,685
"6572","chr2",70115577,70120508,1375,2242,1254,2563,1169
"6573","chr2",70121256,70126688,1979,3569,2005,3959,1742
"6574","chr2",70131592,70134483,1253,1947,1187,2422,920
"6575","chr2",70140134,70143879,1132,1916,1284,2275,1028
"6576","chr2",70148786,70150840,303,553,309,635,242
"6577","chr2",70189974,70191574,563,960,524,982,495
"6578","chr2",70240198,70240773,39,121,34,140,34
"6579","chr2",70246867,70249884,1061,1793,864,2049,706
"6580","chr2",70257252,70259221,371,562,269,824,280
"6581","chr2",70260090,70260734,68,120,61,140,58
"6582","chr2",70293055,70294502,366,666,270,708,286
"6583","chr2",70301393,70302091,76,126,70,134,42
"6584","chr2",70516399,70518034,156,337,200,361,203
"6585","chr2",70532322,70532837,61,141,48,133,36
"6586","chr2",70541342,70542541,117,307,210,399,174
"6587","chr2",70550987,70555540,1099,1848,1028,2419,830
"6588","chr2",70556291,70559334,1253,1680,1145,2782,1078
"6589","chr2",70563029,70569090,2756,3909,2620,5745,2636
"6590","chr2",70606721,70608111,245,401,322,327,255
"6591","chr2",70668052,70669388,279,285,164,375,146
"6592","chr2",70976884,70977507,124,215,79,202,68
"6593","chr2",70994170,70995532,111,232,109,253,105
"6594","chr2",71067557,71070582,767,1392,806,1532,709
"6595","chr2",71129262,71131432,436,678,316,986,318
"6596","chr2",71153414,71154705,288,271,141,512,157
"6597","chr2",71186078,71187616,159,366,165,288,127
"6598","chr2",71190780,71191483,76,139,76,137,54
"6599","chr2",71222291,71223289,60,115,84,179,87
"6600","chr2",71223712,71228035,913,1101,702,1931,769
"6601","chr2",71240243,71241904,413,503,342,888,336
"6602","chr2",71243575,71244200,92,100,72,160,55
"6603","chr2",71254083,71258573,952,1402,772,2013,904
"6604","chr2",71276262,71302614,5358,9118,5132,12499,4675
"6605","chr2",71304066,71304636,44,85,42,118,19
"6606","chr2",71310468,71311193,90,147,59,178,84
"6607","chr2",71312687,71315094,156,396,163,516,129
"6608","chr2",71325008,71326593,124,290,129,301,110
"6609","chr2",71327584,71328850,42,154,73,172,64
"6610","chr2",71330772,71333597,475,1192,457,1004,304
"6611","chr2",71338860,71341238,283,546,258,936,196
"6612","chr2",71342101,71342857,36,156,28,169,43
"6613","chr2",71359033,71361853,177,481,178,496,142
"6614","chr2",71370916,71372998,166,490,157,523,153
"6615","chr2",71373678,71376472,260,517,257,740,199
"6616","chr2",71384556,71386151,104,246,130,315,79
"6617","chr2",71388351,71391421,476,981,438,1396,441
"6618","chr2",71401062,71401838,84,192,98,282,66
"6619","chr2",71420065,71421134,128,264,89,439,68
"6620","chr2",71423794,71424400,49,163,56,116,35
"6621","chr2",71546358,71549043,473,530,254,790,239
"6622","chr2",71574639,71602314,8356,14526,8017,17439,8235
"6623","chr2",71602425,71608929,607,1340,776,1516,776
"6624","chr2",71609061,71610271,92,175,109,268,149
"6625","chr2",71612664,71616320,339,764,452,727,405
"6626","chr2",71618460,71620316,152,491,281,352,228
"6627","chr2",71700786,71701620,110,176,105,98,96
"6628","chr2",71736654,71737383,133,121,33,190,37
"6629","chr2",71881925,71883526,315,484,171,432,197
"6630","chr2",71890235,71890781,85,119,46,199,35
"6631","chr2",72113143,72113704,77,105,58,133,20
"6632","chr2",72136332,72137015,90,104,92,151,45
"6633","chr2",72145637,72145993,59,51,31,96,49
"6634","chr2",72173115,72174249,159,257,69,243,68
"6635","chr2",72204844,72205955,210,393,166,312,159
"6636","chr2",72223167,72224288,100,140,70,237,44
"6637","chr2",72263185,72264223,163,266,110,300,126
"6638","chr2",72317353,72318071,97,185,38,212,68
"6639","chr2",72414035,72414846,121,214,44,220,82
"6640","chr2",72511246,72518440,1816,1916,691,2850,810
"6641","chr2",72524785,72525520,114,193,87,198,79
"6642","chr2",72533209,72534022,113,129,46,207,63
"6643","chr2",72534317,72535045,96,114,29,192,46
"6644","chr2",72537526,72539704,507,611,198,758,203
"6645","chr2",72553915,72554253,55,82,14,123,21
"6646","chr2",72559917,72562837,563,834,287,684,275
"6647","chr2",72602910,72603965,102,184,81,162,67
"6648","chr2",72612239,72615507,788,1544,507,1628,471
"6649","chr2",72625402,72627442,194,395,111,360,76
"6650","chr2",72628613,72630523,235,456,163,478,110
"6651","chr2",72673234,72673701,54,133,28,99,43
"6652","chr2",72675927,72677997,175,444,175,348,170
"6653","chr2",72693218,72693788,62,137,54,114,34
"6654","chr2",72745640,72746163,60,108,50,148,45
"6655","chr2",72746932,72748393,129,277,111,417,125
"6656","chr2",72769966,72772657,357,531,295,867,297
"6657","chr2",72774066,72775219,110,233,70,301,86
"6658","chr2",72779072,72783303,589,1239,578,1646,490
"6659","chr2",72784746,72792764,1034,2014,951,2718,1064
"6660","chr2",72793686,72795501,320,752,251,869,280
"6661","chr2",72796026,72800030,383,675,254,858,300
"6662","chr2",72800543,72808469,2326,3725,1837,5734,2383
"6663","chr2",72811280,72815811,967,1471,789,2428,754
"6664","chr2",72816020,72818042,238,412,169,617,162
"6665","chr2",72818743,72820763,173,406,160,591,168
"6666","chr2",72822100,72826041,526,1194,380,1336,453
"6667","chr2",72887436,72887916,52,48,63,93,24
"6668","chr2",73053274,73053851,30,58,48,84,28
"6669","chr2",73058926,73059814,145,243,152,217,74
"6670","chr2",73070799,73072192,331,506,270,555,209
"6671","chr2",73113109,73114143,108,283,69,203,49
"6672","chr2",73232929,73235475,643,1117,531,1112,473
"6673","chr2",73243710,73244376,64,144,62,105,47
"6674","chr2",73250385,73252108,216,394,173,529,180
"6675","chr2",73385300,73386873,284,465,262,595,203
"6676","chr2",73587358,73588972,216,554,317,637,188
"6677","chr2",73737012,73737813,101,137,61,166,69
"6678","chr2",73771345,73773174,257,372,195,372,147
"6679","chr2",73779506,73780393,198,275,164,368,158
"6680","chr2",73828312,73832020,705,1382,488,1452,534
"6681","chr2",73832635,73833820,87,233,67,181,88
"6682","chr2",73834691,73843571,1229,2262,978,2246,944
"6683","chr2",73849918,73851202,117,179,91,182,58
"6684","chr2",73869809,73870752,107,279,114,340,105
"6685","chr2",73890207,73890920,65,90,32,84,83
"6686","chr2",73926434,73927561,256,453,196,434,163
"6687","chr2",73931084,73934433,228,653,206,582,131
"6688","chr2",73982649,73984635,225,576,157,501,128
"6689","chr2",73999982,74000996,130,187,76,278,100
"6690","chr2",74001736,74010718,1514,2101,1255,2849,1150
"6691","chr2",74019066,74021935,485,950,542,1046,378
"6692","chr2",74025753,74027211,114,287,95,278,84
"6693","chr2",74028971,74030250,97,202,94,225,60
"6694","chr2",74031617,74033084,132,205,174,301,81
"6695","chr2",74042749,74043716,95,182,83,195,54
"6696","chr2",74044563,74046905,320,651,309,627,233
"6697","chr2",74047396,74059830,2295,4192,2545,4056,2052
"6698","chr2",74066531,74068134,160,326,123,265,102
"6699","chr2",74076709,74078449,228,640,281,599,200
"6700","chr2",74090357,74096704,2212,3862,2310,4629,1991
"6701","chr2",74099564,74100338,82,146,105,140,117
"6702","chr2",74119905,74120767,235,352,170,314,121
"6703","chr2",74147475,74148910,226,270,186,361,166
"6704","chr2",74178102,74179346,184,310,147,360,140
"6705","chr2",74238354,74239066,43,102,66,110,40
"6706","chr2",74317701,74318303,81,110,87,137,43
"6707","chr2",74364333,74365745,151,215,171,403,114
"6708","chr2",74371440,74382455,1796,2830,1463,4685,1587
"6709","chr2",74383346,74392515,2992,4932,2402,7403,1840
"6710","chr2",74421322,74426612,529,1170,493,1625,504
"6711","chr2",74434839,74442645,2548,3821,2127,5801,2112
"6712","chr2",74443763,74445209,126,294,116,293,80
"6713","chr2",74454698,74455555,102,125,88,205,100
"6714","chr2",74457080,74459165,365,585,299,760,282
"6715","chr2",74464681,74465788,136,228,115,262,69
"6716","chr2",74471982,74473255,287,430,236,530,230
"6717","chr2",74482244,74483707,386,592,301,723,324
"6718","chr2",74507139,74508468,330,536,266,519,216
"6719","chr2",74529195,74531157,353,523,258,596,316
"6720","chr2",74901461,74903222,665,828,468,947,597
"6721","chr2",74957983,74959293,344,492,319,539,228
"6722","chr2",75640788,75641141,43,54,56,82,37
"6723","chr2",75646210,75647694,314,546,352,552,282
"6724","chr2",75675562,75680918,626,1099,607,1353,611
"6725","chr2",75695509,75696287,76,182,99,174,46
"6726","chr2",75698928,75699424,61,112,40,114,26
"6727","chr2",75710183,75711509,309,569,271,564,224
"6728","chr2",75714568,75714959,48,77,27,93,50
"6729","chr2",75818282,75819521,202,387,228,394,215
"6730","chr2",75918020,75922062,755,1576,737,1270,585
"6731","chr2",76158652,76160636,242,343,136,358,120
"6732","chr2",76421574,76422299,32,146,46,40,38
"6733","chr2",76639823,76642006,264,364,166,499,243
"6734","chr2",76746437,76746987,13,35,16,20,24
"6735","chr2",76826627,76827189,32,81,34,66,27
"6736","chr2",77310275,77310800,8,42,10,27,20
"6737","chr2",77459794,77460517,13,129,16,94,36
"6738","chr2",77461231,77463248,32,338,24,248,84
"6739","chr2",77464161,77470792,200,1323,166,875,375
"6740","chr2",77479141,77482088,78,558,76,384,125
"6741","chr2",77512502,77513766,36,206,20,142,48
"6742","chr2",77516628,77522758,222,1463,228,951,425
"6743","chr2",78009704,78012932,302,998,467,615,485
"6744","chr2",78078027,78079961,103,492,157,166,198
"6745","chr2",78131317,78134034,156,519,252,354,190
"6746","chr2",78157799,78159481,51,375,154,199,88
"6747","chr2",78175568,78176061,30,79,40,53,21
"6748","chr2",78199091,78199997,52,131,83,109,84
"6749","chr2",78200432,78204045,314,1288,633,605,684
"6750","chr2",78218938,78222962,186,892,366,597,357
"6751","chr2",78233644,78235395,87,247,133,241,98
"6752","chr2",78238320,78242266,316,596,270,654,241
"6753","chr2",78249458,78250334,32,74,52,70,44
"6754","chr2",78258588,78267632,2975,5164,3081,5548,3343
"6755","chr2",78268513,78270050,112,261,96,272,145
"6756","chr2",78272996,78275529,318,929,572,708,343
"6757","chr2",78279691,78281336,52,196,100,131,70
"6758","chr2",78283938,78288383,222,546,308,424,268
"6759","chr2",78288976,78292519,616,1714,1117,1173,1233
"6760","chr2",78301015,78302321,102,159,138,208,128
"6761","chr2",78304048,78305943,194,378,246,374,326
"6762","chr2",78306471,78307300,58,134,54,78,47
"6763","chr2",78383164,78384230,56,216,86,179,79
"6764","chr2",78415997,78416799,61,133,52,129,29
"6765","chr2",78486115,78486832,32,234,70,86,99
"6766","chr2",78765787,78767417,178,614,206,305,208
"6767","chr2",79432659,79433138,41,137,42,91,31
"6768","chr2",79770152,79772579,181,375,678,981,194
"6769","chr2",79792348,79793475,104,212,162,266,68
"6770","chr2",79795631,79796173,56,143,69,196,61
"6771","chr2",79831290,79834588,1219,2042,1482,2628,906
"6772","chr2",79855182,79855517,36,56,65,96,46
"6773","chr2",79911035,79912601,176,343,216,356,119
"6774","chr2",79935091,79937854,238,676,336,516,337
"6775","chr2",79977448,79984785,1163,2271,1335,2198,1342
"6776","chr2",80061472,80062629,100,356,140,256,123
"6777","chr2",80292890,80293545,17,83,72,55,34
"6778","chr2",80454420,80455434,212,495,193,345,138
"6779","chr2",80519130,80519648,52,104,47,82,38
"6780","chr2",82314109,82317473,1024,909,108,1256,221
"6781","chr2",82596089,82597276,65,89,20,92,37
"6782","chr2",82731288,82732471,30,59,22,28,26
"6783","chr2",83224542,83225517,101,203,69,128,77
"6784","chr2",83531238,83531771,16,38,17,39,17
"6785","chr2",83686827,83687785,97,224,38,185,54
"6786","chr2",84194874,84195604,118,224,114,189,53
"6787","chr2",84230934,84234470,920,1390,701,1635,774
"6788","chr2",84286062,84286770,68,180,51,107,47
"6789","chr2",84428447,84429110,44,122,59,157,44
"6790","chr2",84434820,84436618,201,469,211,431,233
"6791","chr2",84441053,84444950,768,1576,803,1658,641
"6792","chr2",84445892,84447377,120,266,92,221,106
"6793","chr2",84449048,84451427,142,353,152,438,152
"6794","chr2",84458411,84460052,332,634,283,595,331
"6795","chr2",84796430,84798790,592,755,371,879,740
"6796","chr2",84904802,84906391,164,230,101,362,78
"6797","chr2",84919501,84920666,235,395,150,467,131
"6798","chr2",84970103,84972683,578,986,539,933,279
"6799","chr2",85189028,85191633,98,139,78,187,102
"6800","chr2",85214716,85217607,642,636,473,1341,456
"6801","chr2",85220968,85221641,57,118,60,96,57
"6802","chr2",85234556,85235427,102,96,64,193,65
"6803","chr2",85239971,85240487,58,71,55,116,39
"6804","chr2",85309156,85310662,153,349,127,403,112
"6805","chr2",85327481,85328962,498,740,443,887,330
"6806","chr2",85353796,85355617,325,581,279,601,290
"6807","chr2",85393440,85395584,372,1011,545,1210,492
"6808","chr2",85396564,85397196,67,105,88,235,60
"6809","chr2",85417977,85422822,1713,2957,1386,3809,1632
"6810","chr2",85423239,85424545,236,348,84,507,172
"6811","chr2",85427139,85432201,1674,2626,1238,3241,1157
"6812","chr2",85432739,85440637,3640,4716,2668,7803,2891
"6813","chr2",85441708,85443139,188,312,117,543,126
"6814","chr2",85444504,85447890,1250,1614,746,2759,694
"6815","chr2",85524028,85525180,244,388,236,570,138
"6816","chr2",85534261,85542271,2284,4048,2269,5194,1946
"6817","chr2",85551453,85552596,101,173,122,280,143
"6818","chr2",85560986,85561989,217,403,196,340,196
"6819","chr2",85582201,85582942,121,141,121,177,62
"6820","chr2",85594758,85596439,324,737,345,706,269
"6821","chr2",85601722,85603050,119,245,147,237,146
"6822","chr2",85605674,85606630,92,256,95,215,67
"6823","chr2",85611336,85612635,242,559,242,483,166
"6824","chr2",85615833,85616625,130,205,110,201,75
"6825","chr2",85637458,85637910,48,102,61,121,54
"6826","chr2",85680373,85682576,405,649,249,870,315
"6827","chr2",85728934,85729459,38,90,50,109,45
"6828","chr2",85732529,85735705,628,948,459,1235,461
"6829","chr2",85737840,85746694,4086,5326,3119,7358,3382
"6830","chr2",85748514,85749680,127,186,83,271,86
"6831","chr2",85750454,85752799,299,405,155,722,210
"6832","chr2",85753151,85754307,137,276,106,451,117
"6833","chr2",85771446,85774972,841,1002,626,1570,570
"6834","chr2",85778480,85779684,290,421,209,487,161
"6835","chr2",85792840,85799480,2532,3324,1848,3953,1650
"6836","chr2",85841079,85841916,96,150,60,160,102
"6837","chr2",85848295,85848592,23,38,26,57,27
"6838","chr2",85850310,85854960,772,1224,634,1287,460
"6839","chr2",85860689,85867591,940,1667,828,1698,678
"6840","chr2",85869646,85870586,179,288,132,316,91
"6841","chr2",85871225,85873163,252,406,216,517,150
"6842","chr2",85873184,85876082,392,666,270,708,276
"6843","chr2",85877545,85880537,678,1303,465,1266,363
"6844","chr2",85883104,85917148,10374,16033,8985,22503,9836
"6845","chr2",85917831,85932767,4441,5606,3473,9042,4069
"6846","chr2",85952768,85953758,214,369,234,400,149
"6847","chr2",85996404,85997494,123,242,140,242,70
"6848","chr2",86018073,86023457,1091,1287,940,2017,773
"6849","chr2",86025106,86028051,900,1623,971,1877,757
"6850","chr2",86033641,86038580,1361,2032,1337,2746,1005
"6851","chr2",86072275,86073017,113,219,117,240,87
"6852","chr2",86105212,86106766,435,689,292,626,309
"6853","chr2",86135175,86136611,221,445,165,510,216
"6854","chr2",86140737,86141281,71,128,46,163,54
"6855","chr2",86169444,86173273,682,1006,481,1817,430
"6856","chr2",86173689,86175043,125,245,72,372,68
"6857","chr2",86175547,86176755,130,244,82,333,76
"6858","chr2",86183898,86187232,470,1085,374,1242,337
"6859","chr2",86194625,86196209,321,480,287,672,234
"6860","chr2",86199062,86200662,336,689,232,653,227
"6861","chr2",86200902,86202703,394,716,306,915,281
"6862","chr2",86222188,86225387,1001,1050,406,1963,554
"6863","chr2",86293363,86294309,115,159,41,266,103
"6864","chr2",86294739,86295410,99,120,24,203,101
"6865","chr2",86297401,86300594,674,970,358,1519,597
"6866","chr2",86300788,86303147,333,470,155,757,261
"6867","chr2",86309743,86310698,74,105,33,216,74
"6868","chr2",86393444,86394589,309,382,106,475,110
"6869","chr2",86440364,86444313,1042,1581,813,2052,797
"6870","chr2",86453726,86454297,68,125,45,157,26
"6871","chr2",86481271,86481776,74,97,74,127,34
"6872","chr2",86562353,86563873,546,776,471,1041,490
"6873","chr2",86603848,86604180,49,84,54,96,29
"6874","chr2",86616827,86626439,1493,2602,993,3502,1055
"6875","chr2",86686692,86687731,424,523,192,730,206
"6876","chr2",86719567,86721211,330,373,288,539,138
